6.569459533691406250e+01;6.604570007324218750e+01;6.636849975585937500e+01;6.666699981689453125e+01;6.694419860839843750e+01;6.720269775390625000e+01;6.744459533691406250e+01;6.767179870605468750e+01;6.788589477539062500e+01;6.808809661865234375e+01;6.827960205078125000e+01;6.846139526367187500e+01;6.863439941406250000e+01;6.879940032958984375e+01;6.895700073242187500e+01;6.910789489746093750e+01;6.925260162353515625e+01;6.939160156250000000e+01;6.952529907226562500e+01;6.965409851074218750e+01;6.977849578857421875e+01;6.989859771728515625e+01;7.001480102539062500e+01;7.012729644775390625e+01;7.023649597167968750e+01;7.034249877929687500e+01;7.044559478759765625e+01;7.054589843750000000e+01;7.064369964599609375e+01;7.073899841308593750e+01;7.083200073242187500e+01;7.092289733886718750e+01;7.101190185546875000e+01;7.109889984130859375e+01;7.118419647216796875e+01;7.126789855957031250e+01;7.134999847412109375e+01;7.143059539794921875e+01;7.150989532470703125e+01;7.158789825439453125e+01;7.166469573974609375e+01;7.174029541015625000e+01;7.181489562988281250e+01;7.188849639892578125e+01;7.196119689941406250e+01;7.203299713134765625e+01;7.210399627685546875e+01;7.217420196533203125e+01;7.224369812011718750e+01;7.231250000000000000e+01;7.238079833984375000e+01;7.244839477539062500e+01;7.251549530029296875e+01;7.258209991455078125e+01;7.264820098876953125e+01;7.271389770507812500e+01;7.277909851074218750e+01;7.284400177001953125e+01;7.290859985351562500e+01;7.297280120849609375e+01;7.303659820556640625e+01;7.310019683837890625e+01;7.316349792480468750e+01;7.322650146484375000e+01;7.328919982910156250e+01;7.335160064697265625e+01;7.341369628906250000e+01;7.347549438476562500e+01;7.353699493408203125e+01;7.359809875488281250e+01;7.365869903564453125e+01;7.371889495849609375e+01;7.377859497070312500e+01;7.383760070800781250e+01;7.389589691162109375e+01;7.395330047607421875e+01;7.400969696044921875e+01;7.406489562988281250e+01;7.411849975585937500e+01;7.417050170898437500e+01;7.422029876708984375e+01;7.426760101318359375e+01;7.431189727783203125e+01;7.435250091552734375e+01;7.438869476318359375e+01;7.441939544677734375e+01;7.444359588623046875e+01;7.445959472656250000e+01;7.446559906005859375e+01;7.445919799804687500e+01
6.559059906005859375e+01;6.594020080566406250e+01;6.626169586181640625e+01;6.655879974365234375e+01;6.683480072021484375e+01;6.709210205078125000e+01;6.733290100097656250e+01;6.755899810791015625e+01;6.777199554443359375e+01;6.797329711914062500e+01;6.816379547119140625e+01;6.834469604492187500e+01;6.851679992675781250e+01;6.868099975585937500e+01;6.883779907226562500e+01;6.898789978027343750e+01;6.913179779052734375e+01;6.926999664306640625e+01;6.940299987792968750e+01;6.953109741210937500e+01;6.965470123291015625e+01;6.977410125732421875e+01;6.988959503173828125e+01;7.000149536132812500e+01;7.011009979248046875e+01;7.021549987792968750e+01;7.031790161132812500e+01;7.041759490966796875e+01;7.051480102539062500e+01;7.060949707031250000e+01;7.070199584960937500e+01;7.079229736328125000e+01;7.088069915771484375e+01;7.096720123291015625e+01;7.105189514160156250e+01;7.113499450683593750e+01;7.121659851074218750e+01;7.129669952392578125e+01;7.137549591064453125e+01;7.145299530029296875e+01;7.152919769287109375e+01;7.160440063476562500e+01;7.167849731445312500e+01;7.175159454345703125e+01;7.182379913330078125e+01;7.189509582519531250e+01;7.196559906005859375e+01;7.203530120849609375e+01;7.210440063476562500e+01;7.217269897460937500e+01;7.224039459228515625e+01;7.230760192871093750e+01;7.237419891357421875e+01;7.244029998779296875e+01;7.250599670410156250e+01;7.257119750976562500e+01;7.263600158691406250e+01;7.270040130615234375e+01;7.276449584960937500e+01;7.282820129394531250e+01;7.289160156250000000e+01;7.295469665527343750e+01;7.301760101318359375e+01;7.308010101318359375e+01;7.314229583740234375e+01;7.320429992675781250e+01;7.326599884033203125e+01;7.332730102539062500e+01;7.338829803466796875e+01;7.344899749755859375e+01;7.350920104980468750e+01;7.356900024414062500e+01;7.362819671630859375e+01;7.368679809570312500e+01;7.374469757080078125e+01;7.380169677734375000e+01;7.385769653320312500e+01;7.391249847412109375e+01;7.396579742431640625e+01;7.401750183105468750e+01;7.406700134277343750e+01;7.411409759521484375e+01;7.415809631347656250e+01;7.419860076904296875e+01;7.423459625244140625e+01;7.426529693603515625e+01;7.428949737548828125e+01;7.430569458007812500e+01;7.431199645996093750e+01;7.430599975585937500e+01
6.548600006103515625e+01;6.583409881591796875e+01;6.615419769287109375e+01;6.645009613037109375e+01;6.672480010986328125e+01;6.698089599609375000e+01;6.722059631347656250e+01;6.744570159912109375e+01;6.765769958496093750e+01;6.785789489746093750e+01;6.804750061035156250e+01;6.822750091552734375e+01;6.839869689941406250e+01;6.856199645996093750e+01;6.871799468994140625e+01;6.886730194091796875e+01;6.901039886474609375e+01;6.914789581298828125e+01;6.928009796142578125e+01;6.940750122070312500e+01;6.953039550781250000e+01;6.964910125732421875e+01;6.976399993896484375e+01;6.987529754638671875e+01;6.998320007324218750e+01;7.008799743652343750e+01;7.018979644775390625e+01;7.028889465332031250e+01;7.038539886474609375e+01;7.047959899902343750e+01;7.057149505615234375e+01;7.066130065917968750e+01;7.074909973144531250e+01;7.083509826660156250e+01;7.091929626464843750e+01;7.100180053710937500e+01;7.108290100097656250e+01;7.116249847412109375e+01;7.124069976806640625e+01;7.131769561767578125e+01;7.139350128173828125e+01;7.146820068359375000e+01;7.154180145263671875e+01;7.161439514160156250e+01;7.168609619140625000e+01;7.175689697265625000e+01;7.182689666748046875e+01;7.189619445800781250e+01;7.196469879150390625e+01;7.203260040283203125e+01;7.209989929199218750e+01;7.216659545898437500e+01;7.223269653320312500e+01;7.229840087890625000e+01;7.236349487304687500e+01;7.242829895019531250e+01;7.249259948730468750e+01;7.255659484863281250e+01;7.262020111083984375e+01;7.268349456787109375e+01;7.274639892578125000e+01;7.280909729003906250e+01;7.287149810791015625e+01;7.293349456787109375e+01;7.299530029296875000e+01;7.305690002441406250e+01;7.311809539794921875e+01;7.317900085449218750e+01;7.323960113525390625e+01;7.329979705810546875e+01;7.335959625244140625e+01;7.341889953613281250e+01;7.347769927978515625e+01;7.353589630126953125e+01;7.359339904785156250e+01;7.365000152587890625e+01;7.370569610595703125e+01;7.376010131835937500e+01;7.381309509277343750e+01;7.386439514160156250e+01;7.391369628906250000e+01;7.396049499511718750e+01;7.400429534912109375e+01;7.404460144042968750e+01;7.408059692382812500e+01;7.411119842529296875e+01;7.413549804687500000e+01;7.415179443359375000e+01;7.415840148925781250e+01;7.415280151367187500e+01
6.538089752197265625e+01;6.572750091552734375e+01;6.604619598388671875e+01;6.634079742431640625e+01;6.661429595947265625e+01;6.686920166015625000e+01;6.710779571533203125e+01;6.733179473876953125e+01;6.754280090332031250e+01;6.774199676513671875e+01;6.793069458007812500e+01;6.810979461669921875e+01;6.828009796142578125e+01;6.844259643554687500e+01;6.859770202636718750e+01;6.874620056152343750e+01;6.888859558105468750e+01;6.902529907226562500e+01;6.915679931640625000e+01;6.928350067138671875e+01;6.940570068359375000e+01;6.952379608154296875e+01;6.963800048828125000e+01;6.974859619140625000e+01;6.985589599609375000e+01;6.995999908447265625e+01;7.006129455566406250e+01;7.015979766845703125e+01;7.025569915771484375e+01;7.034929656982421875e+01;7.044059753417968750e+01;7.052989959716796875e+01;7.061709594726562500e+01;7.070259857177734375e+01;7.078620147705078125e+01;7.086830139160156250e+01;7.094879913330078125e+01;7.102790069580078125e+01;7.110569763183593750e+01;7.118209838867187500e+01;7.125740051269531250e+01;7.133159637451171875e+01;7.140470123291015625e+01;7.147679901123046875e+01;7.154799652099609375e+01;7.161840057373046875e+01;7.168789672851562500e+01;7.175669860839843750e+01;7.182479858398437500e+01;7.189219665527343750e+01;7.195899963378906250e+01;7.202519989013671875e+01;7.209089660644531250e+01;7.215609741210937500e+01;7.222090148925781250e+01;7.228519439697265625e+01;7.234899902343750000e+01;7.241259765625000000e+01;7.247570037841796875e+01;7.253849792480468750e+01;7.260109710693359375e+01;7.266329956054687500e+01;7.272519683837890625e+01;7.278679656982421875e+01;7.284819793701171875e+01;7.290930175781250000e+01;7.297000122070312500e+01;7.303049468994140625e+01;7.309069824218750000e+01;7.315039825439453125e+01;7.320980072021484375e+01;7.326879882812500000e+01;7.332720184326171875e+01;7.338499450683593750e+01;7.344200134277343750e+01;7.349829864501953125e+01;7.355359649658203125e+01;7.360759735107421875e+01;7.366030120849609375e+01;7.371129608154296875e+01;7.376029968261718750e+01;7.380690002441406250e+01;7.385049438476562500e+01;7.389059448242187500e+01;7.392649841308593750e+01;7.395709991455078125e+01;7.398139953613281250e+01;7.399790191650390625e+01;7.400479888916015625e+01;7.399959564208984375e+01
6.527519989013671875e+01;6.562039947509765625e+01;6.593769836425781250e+01;6.623099517822265625e+01;6.650319671630859375e+01;6.675699615478515625e+01;6.699449920654296875e+01;6.721739959716796875e+01;6.742739868164062500e+01;6.762559509277343750e+01;6.781330108642578125e+01;6.799150085449218750e+01;6.816099548339843750e+01;6.832260131835937500e+01;6.847699737548828125e+01;6.862469482421875000e+01;6.876629638671875000e+01;6.890219879150390625e+01;6.903299713134765625e+01;6.915899658203125000e+01;6.928049468994140625e+01;6.939789581298828125e+01;6.951149749755859375e+01;6.962149810791015625e+01;6.972809600830078125e+01;6.983169555664062500e+01;6.993229675292968750e+01;7.003019714355468750e+01;7.012559509277343750e+01;7.021859741210937500e+01;7.030939483642578125e+01;7.039810180664062500e+01;7.048479461669921875e+01;7.056969451904296875e+01;7.065280151367187500e+01;7.073439788818359375e+01;7.081439971923828125e+01;7.089299774169921875e+01;7.097019958496093750e+01;7.104619598388671875e+01;7.112099456787109375e+01;7.119469451904296875e+01;7.126729583740234375e+01;7.133899688720703125e+01;7.140969848632812500e+01;7.147959899902343750e+01;7.154869842529296875e+01;7.161699676513671875e+01;7.168460083007812500e+01;7.175159454345703125e+01;7.181790161132812500e+01;7.188369750976562500e+01;7.194889831542968750e+01;7.201369476318359375e+01;7.207799530029296875e+01;7.214179992675781250e+01;7.220520019531250000e+01;7.226829528808593750e+01;7.233100128173828125e+01;7.239339447021484375e+01;7.245549774169921875e+01;7.251729583740234375e+01;7.257869720458984375e+01;7.263990020751953125e+01;7.270089721679687500e+01;7.276149749755859375e+01;7.282189941406250000e+01;7.288189697265625000e+01;7.294159698486328125e+01;7.300099945068359375e+01;7.305999755859375000e+01;7.311849975585937500e+01;7.317649841308593750e+01;7.323389434814453125e+01;7.329059600830078125e+01;7.334649658203125000e+01;7.340139770507812500e+01;7.345510101318359375e+01;7.350749969482421875e+01;7.355819702148437500e+01;7.360689544677734375e+01;7.365319824218750000e+01;7.369670104980468750e+01;7.373659515380859375e+01;7.377239990234375000e+01;7.380300140380859375e+01;7.382730102539062500e+01;7.384400177001953125e+01;7.385109710693359375e+01;7.384639739990234375e+01
6.516889953613281250e+01;6.551259613037109375e+01;6.582859802246093750e+01;6.612059783935546875e+01;6.639160156250000000e+01;6.664419555664062500e+01;6.688059997558593750e+01;6.710250091552734375e+01;6.731140136718750000e+01;6.750869750976562500e+01;6.769549560546875000e+01;6.787279510498046875e+01;6.804139709472656250e+01;6.820220184326171875e+01;6.835569763183593750e+01;6.850260162353515625e+01;6.864350128173828125e+01;6.877870178222656250e+01;6.890879821777343750e+01;6.903409576416015625e+01;6.915489959716796875e+01;6.927159881591796875e+01;6.938459777832031250e+01;6.949389648437500000e+01;6.959989929199218750e+01;6.970289611816406250e+01;6.980289459228515625e+01;6.990029907226562500e+01;6.999510192871093750e+01;7.008750152587890625e+01;7.017779541015625000e+01;7.026589965820312500e+01;7.035209655761718750e+01;7.043650054931640625e+01;7.051909637451171875e+01;7.060009765625000000e+01;7.067959594726562500e+01;7.075769805908203125e+01;7.083449554443359375e+01;7.090999603271484375e+01;7.098429870605468750e+01;7.105749511718750000e+01;7.112960052490234375e+01;7.120079803466796875e+01;7.127109527587890625e+01;7.134049987792968750e+01;7.140909576416015625e+01;7.147699737548828125e+01;7.154409790039062500e+01;7.161069488525390625e+01;7.167659759521484375e+01;7.174189758300781250e+01;7.180670166015625000e+01;7.187099456787109375e+01;7.193479919433593750e+01;7.199819946289062500e+01;7.206119537353515625e+01;7.212390136718750000e+01;7.218609619140625000e+01;7.224810028076171875e+01;7.230970001220703125e+01;7.237110137939453125e+01;7.243209838867187500e+01;7.249289703369140625e+01;7.255339813232421875e+01;7.261360168457031250e+01;7.267350006103515625e+01;7.273320007324218750e+01;7.279249572753906250e+01;7.285139465332031250e+01;7.290999603271484375e+01;7.296810150146484375e+01;7.302569580078125000e+01;7.308280181884765625e+01;7.313909912109375000e+01;7.319459533691406250e+01;7.324909973144531250e+01;7.330259704589843750e+01;7.335459899902343750e+01;7.340499877929687500e+01;7.345349884033203125e+01;7.349949645996093750e+01;7.354280090332031250e+01;7.358259582519531250e+01;7.361830139160156250e+01;7.364889526367187500e+01;7.367330169677734375e+01;7.369010162353515625e+01;7.369749450683593750e+01;7.369319915771484375e+01
6.506199645996093750e+01;6.540429687500000000e+01;6.571900177001953125e+01;6.600959777832031250e+01;6.627949523925781250e+01;6.653089904785156250e+01;6.676619720458984375e+01;6.698699951171875000e+01;6.719499969482421875e+01;6.739129638671875000e+01;6.757720184326171875e+01;6.775360107421875000e+01;6.792129516601562500e+01;6.808129882812500000e+01;6.823400115966796875e+01;6.838009643554687500e+01;6.852019500732421875e+01;6.865470123291015625e+01;6.878409576416015625e+01;6.890869903564453125e+01;6.902890014648437500e+01;6.914499664306640625e+01;6.925719451904296875e+01;6.936589813232421875e+01;6.947139739990234375e+01;6.957369995117187500e+01;6.967319488525390625e+01;6.976989746093750000e+01;6.986419677734375000e+01;6.995610046386718750e+01;7.004579925537109375e+01;7.013339996337890625e+01;7.021900177001953125e+01;7.030289459228515625e+01;7.038499450683593750e+01;7.046549987792968750e+01;7.054449462890625000e+01;7.062210083007812500e+01;7.069839477539062500e+01;7.077339935302734375e+01;7.084719848632812500e+01;7.091989898681640625e+01;7.099160003662109375e+01;7.106240081787109375e+01;7.113219451904296875e+01;7.120109558105468750e+01;7.126929473876953125e+01;7.133670043945312500e+01;7.140339660644531250e+01;7.146949768066406250e+01;7.153489685058593750e+01;7.159980010986328125e+01;7.166419982910156250e+01;7.172799682617187500e+01;7.179149627685546875e+01;7.185440063476562500e+01;7.191699981689453125e+01;7.197919464111328125e+01;7.204109954833984375e+01;7.210260009765625000e+01;7.216379547119140625e+01;7.222470092773437500e+01;7.228530120849609375e+01;7.234569549560546875e+01;7.240579986572265625e+01;7.246559906005859375e+01;7.252510070800781250e+01;7.258429718017578125e+01;7.264319610595703125e+01;7.270179748535156250e+01;7.275989532470703125e+01;7.281769561767578125e+01;7.287490081787109375e+01;7.293149566650390625e+01;7.298749542236328125e+01;7.304270172119140625e+01;7.309690093994140625e+01;7.314989471435546875e+01;7.320169830322265625e+01;7.325180053710937500e+01;7.329999542236328125e+01;7.334590148925781250e+01;7.338890075683593750e+01;7.342859649658203125e+01;7.346419525146484375e+01;7.349469757080078125e+01;7.351919555664062500e+01;7.353620147705078125e+01;7.354380035400390625e+01;7.354000091552734375e+01
6.495469665527343750e+01;6.529550170898437500e+01;6.560879516601562500e+01;6.589820098876953125e+01;6.616680145263671875e+01;6.641709899902343750e+01;6.665129852294921875e+01;6.687110137939453125e+01;6.707799530029296875e+01;6.727339935302734375e+01;6.745839691162109375e+01;6.763389587402343750e+01;6.780079650878906250e+01;6.795989990234375000e+01;6.811180114746093750e+01;6.825719451904296875e+01;6.839649963378906250e+01;6.853029632568359375e+01;6.865899658203125000e+01;6.878289794921875000e+01;6.890239715576171875e+01;6.901779937744140625e+01;6.912950134277343750e+01;6.923759460449218750e+01;6.934239959716796875e+01;6.944409942626953125e+01;6.954299926757812500e+01;6.963919830322265625e+01;6.973289489746093750e+01;6.982429504394531250e+01;6.991339874267578125e+01;7.000049591064453125e+01;7.008560180664062500e+01;7.016889953613281250e+01;7.025059509277343750e+01;7.033059692382812500e+01;7.040909576416015625e+01;7.048619842529296875e+01;7.056199645996093750e+01;7.063649749755859375e+01;7.070989990234375000e+01;7.078209686279296875e+01;7.085340118408203125e+01;7.092359924316406250e+01;7.099299621582031250e+01;7.106150054931640625e+01;7.112919616699218750e+01;7.119619750976562500e+01;7.126249694824218750e+01;7.132809448242187500e+01;7.139309692382812500e+01;7.145749664306640625e+01;7.152149963378906250e+01;7.158489990234375000e+01;7.164789581298828125e+01;7.171039581298828125e+01;7.177259826660156250e+01;7.183429718017578125e+01;7.189579772949218750e+01;7.195690155029296875e+01;7.201770019531250000e+01;7.207820129394531250e+01;7.213839721679687500e+01;7.219829559326171875e+01;7.225799560546875000e+01;7.231739807128906250e+01;7.237649536132812500e+01;7.243529510498046875e+01;7.249379730224609375e+01;7.255200195312500000e+01;7.260979461669921875e+01;7.266709899902343750e+01;7.272399902343750000e+01;7.278019714355468750e+01;7.283580017089843750e+01;7.289059448242187500e+01;7.294449615478515625e+01;7.299729919433593750e+01;7.304869842529296875e+01;7.309859466552734375e+01;7.314649963378906250e+01;7.319210052490234375e+01;7.323500061035156250e+01;7.327459716796875000e+01;7.330999755859375000e+01;7.334059906005859375e+01;7.336509704589843750e+01;7.338219451904296875e+01;7.339019775390625000e+01;7.338669586181640625e+01
6.484669494628906250e+01;6.518619537353515625e+01;6.549810028076171875e+01;6.578620147705078125e+01;6.605359649658203125e+01;6.630279541015625000e+01;6.653589630126953125e+01;6.675469970703125000e+01;6.696060180664062500e+01;6.715499877929687500e+01;6.733909606933593750e+01;6.751369476318359375e+01;6.767980194091796875e+01;6.783799743652343750e+01;6.798919677734375000e+01;6.813379669189453125e+01;6.827239990234375000e+01;6.840549468994140625e+01;6.853340148925781250e+01;6.865670013427734375e+01;6.877549743652343750e+01;6.889029693603515625e+01;6.900129699707031250e+01;6.910879516601562500e+01;6.921299743652343750e+01;6.931420135498046875e+01;6.941249847412109375e+01;6.950809478759765625e+01;6.960129547119140625e+01;6.969210052490234375e+01;6.978070068359375000e+01;6.986719512939453125e+01;6.995179748535156250e+01;7.003469848632812500e+01;7.011579895019531250e+01;7.019529724121093750e+01;7.027330017089843750e+01;7.034999847412109375e+01;7.042530059814453125e+01;7.049929809570312500e+01;7.057219696044921875e+01;7.064399719238281250e+01;7.071479797363281250e+01;7.078459930419921875e+01;7.085350036621093750e+01;7.092160034179687500e+01;7.098889923095703125e+01;7.105539703369140625e+01;7.112120056152343750e+01;7.118640136718750000e+01;7.125099945068359375e+01;7.131499481201171875e+01;7.137850189208984375e+01;7.144149780273437500e+01;7.150409698486328125e+01;7.156620025634765625e+01;7.162789916992187500e+01;7.168930053710937500e+01;7.175029754638671875e+01;7.181099700927734375e+01;7.187139892578125000e+01;7.193149566650390625e+01;7.199129486083984375e+01;7.205079650878906250e+01;7.211009979248046875e+01;7.216909790039062500e+01;7.222779846191406250e+01;7.228620147705078125e+01;7.234429931640625000e+01;7.240209960937500000e+01;7.245949554443359375e+01;7.251649475097656250e+01;7.257299804687500000e+01;7.262889862060546875e+01;7.268409729003906250e+01;7.273860168457031250e+01;7.279209899902343750e+01;7.284459686279296875e+01;7.289569854736328125e+01;7.294529724121093750e+01;7.299299621582031250e+01;7.303839874267578125e+01;7.308110046386718750e+01;7.312049865722656250e+01;7.315589904785156250e+01;7.318650054931640625e+01;7.321099853515625000e+01;7.322829437255859375e+01;7.323649597167968750e+01;7.323349761962890625e+01
6.473829650878906250e+01;6.507630157470703125e+01;6.538690185546875000e+01;6.567369842529296875e+01;6.593989562988281250e+01;6.618799591064453125e+01;6.641999816894531250e+01;6.663769531250000000e+01;6.684269714355468750e+01;6.703620147705078125e+01;6.721929931640625000e+01;6.739299774169921875e+01;6.755829620361328125e+01;6.771579742431640625e+01;6.786609649658203125e+01;6.800999450683593750e+01;6.814779663085937500e+01;6.828019714355468750e+01;6.840750122070312500e+01;6.852999877929687500e+01;6.864820098876953125e+01;6.876239776611328125e+01;6.887279510498046875e+01;6.897959899902343750e+01;6.908329772949218750e+01;6.918379974365234375e+01;6.928160095214843750e+01;6.937670135498046875e+01;6.946920013427734375e+01;6.955950164794921875e+01;6.964759826660156250e+01;6.973359680175781250e+01;6.981769561767578125e+01;6.990010070800781250e+01;6.998069763183593750e+01;7.005970001220703125e+01;7.013729858398437500e+01;7.021340179443359375e+01;7.028820037841796875e+01;7.036180114746093750e+01;7.043429565429687500e+01;7.050559997558593750e+01;7.057589721679687500e+01;7.064530181884765625e+01;7.071379852294921875e+01;7.078139495849609375e+01;7.084819793701171875e+01;7.091429901123046875e+01;7.097979736328125000e+01;7.104449462890625000e+01;7.110869598388671875e+01;7.117229461669921875e+01;7.123539733886718750e+01;7.129799652099609375e+01;7.136009979248046875e+01;7.142179870605468750e+01;7.148310089111328125e+01;7.154409790039062500e+01;7.160469818115234375e+01;7.166500091552734375e+01;7.172489929199218750e+01;7.178459930419921875e+01;7.184400177001953125e+01;7.190319824218750000e+01;7.196199798583984375e+01;7.202059936523437500e+01;7.207899475097656250e+01;7.213700103759765625e+01;7.219469451904296875e+01;7.225209808349609375e+01;7.230909729003906250e+01;7.236569976806640625e+01;7.242189788818359375e+01;7.247740173339843750e+01;7.253229522705078125e+01;7.258639526367187500e+01;7.263970184326171875e+01;7.269179534912109375e+01;7.274269866943359375e+01;7.279199981689453125e+01;7.283940124511718750e+01;7.288459777832031250e+01;7.292720031738281250e+01;7.296649932861328125e+01;7.300180053710937500e+01;7.303229522705078125e+01;7.305690002441406250e+01;7.307440185546875000e+01;7.308280181884765625e+01;7.308020019531250000e+01
